gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
A1BG	HGNC:5	-	0	 0.090	 0.088
A1CF	HGNC:24086	-	0	 0.097	 0.091
A2M	HGNC:7	-	0	 0.176	 0.116
A2ML1	HGNC:23336	-	0	 0.084	 0.084
A3GALT2	HGNC:30005	-	0	 0.082	 0.081
A4GALT	HGNC:18149	-	0	 0.096	 0.086
A4GNT	HGNC:17968	-	0	 0.097	 0.090
AAAS	HGNC:13666	-	0	 0.109	 0.110
AACS	HGNC:21298	-	0	 0.092	 0.090
AADAC	HGNC:17	-	0	 0.104	 0.100
AADACL2	HGNC:24427	-	0	 0.084	 0.087
AADACL3	HGNC:32037	-	0	 0.082	 0.082
AADACL4	HGNC:32038	-	0	 0.083	 0.085
AADAT	HGNC:17929	-	0	 0.092	 0.089
AAED1	HGNC:16881	-	0	 0.091	 0.090
AAGAB	HGNC:25662	-	0	 0.095	 0.091
AAK1	HGNC:19679	-	0	 0.109	 0.119
AAMDC	HGNC:30205	-	0	 0.096	 0.092
AAMP	HGNC:18	-	0	 0.103	 0.104
AANAT	HGNC:19	-	0	 0.096	 0.092
AAR2	HGNC:15886	-	0	 0.095	 0.092
AARD	HGNC:33842	-	0	 0.088	 0.091
AARS	HGNC:20	-	0	 0.112	 0.121
AARS2	HGNC:21022	-	0	 0.092	 0.088
AARSD1	HGNC:28417	-	0	 0.096	 0.096
AASDH	HGNC:23993	-	0	 0.088	 0.084
AASDHPPT	HGNC:14235	-	0	 0.100	 0.096
AASS	HGNC:17366	-	0	 0.107	 0.101
AATF	HGNC:19235	-	0	 0.118	 0.111
AATK	HGNC:21	-	0	 0.101	 0.097
ABAT	HGNC:23	-	0	 0.128	 0.106
ABCA1	HGNC:29	-	1	 0.568	 0.250
ABCA10	HGNC:30	-	0	 0.091	 0.084
ABCA12	HGNC:14637	-	0	 0.107	 0.090
ABCA13	HGNC:14638	-	0	 0.093	 0.091
ABCA2	HGNC:32	-	0	 0.127	 0.110
ABCA3	HGNC:33	-	0	 0.155	 0.101
ABCA4	HGNC:34	-	0	 0.105	 0.103
ABCA5	HGNC:35	-	0	 0.102	 0.098
ABCA6	HGNC:36	-	0	 0.106	 0.092
ABCA7	HGNC:37	-	1	 0.246	 0.127
ABCA8	HGNC:38	-	0	 0.109	 0.095
ABCA9	HGNC:39	-	0	 0.097	 0.089
ABCB1	HGNC:40	-	0	 0.141	 0.125
ABCB10	HGNC:41	-	0	 0.105	 0.095
ABCB11	HGNC:42	-	0	 0.111	 0.096
ABCB4	HGNC:45	-	0	 0.125	 0.128
ABCB5	HGNC:46	-	0	 0.095	 0.088
ABCB6	HGNC:47	-	0	 0.119	 0.102
ABCB7	HGNC:48	-	0	 0.110	 0.107
ABCB8	HGNC:49	-	0	 0.103	 0.094
ABCB9	HGNC:50	-	0	 0.119	 0.131
ABCC1	HGNC:51	-	0	 0.125	 0.117
ABCC10	HGNC:52	-	0	 0.101	 0.095
ABCC11	HGNC:14639	-	0	 0.094	 0.087
ABCC12	HGNC:14640	-	0	 0.090	 0.085
ABCC2	HGNC:53	-	0	 0.110	 0.097
ABCC3	HGNC:54	-	0	 0.134	 0.118
ABCC4	HGNC:55	-	0	 0.117	 0.109
ABCC5	HGNC:56	-	0	 0.145	 0.165
ABCC6	HGNC:57	-	0	 0.109	 0.093
ABCC8	HGNC:59	-	0	 0.136	 0.088
ABCC9	HGNC:60	-	0	 0.115	 0.091
ABCD1	HGNC:61	-	0	 0.118	 0.112
ABCD2	HGNC:66	-	0	 0.115	 0.104
ABCD3	HGNC:67	-	0	 0.119	 0.107
ABCD4	HGNC:68	-	0	 0.104	 0.102
ABCE1	HGNC:69	-	0	 0.119	 0.317
ABCF1	HGNC:70	-	0	 0.108	 0.108
ABCF2	HGNC:71	-	0	 0.102	 0.101
ABCF3	HGNC:72	-	0	 0.094	 0.094
ABCG1	HGNC:73	-	0	 0.177	 0.128
ABCG2	HGNC:74	-	1	 0.427	 0.269
ABCG4	HGNC:13884	-	0	 0.105	 0.098
ABCG5	HGNC:13886	-	0	 0.107	 0.089
ABCG8	HGNC:13887	-	0	 0.105	 0.092
ABHD1	HGNC:17553	-	0	 0.090	 0.089
ABHD10	HGNC:25656	-	0	 0.098	 0.093
ABHD11	HGNC:16407	-	0	 0.096	 0.091
ABHD12	HGNC:15868	-	0	 0.093	 0.087
ABHD12B	HGNC:19837	-	0	 0.084	 0.082
ABHD13	HGNC:20293	-	0	 0.092	 0.094
ABHD14A	HGNC:24538	-	0	 0.103	 0.105
ABHD14B	HGNC:28235	-	0	 0.098	 0.093
ABHD15	HGNC:26971	-	0	 0.094	 0.093
ABHD16A	HGNC:13921	-	0	 0.102	 0.098
ABHD16B	HGNC:16128	-	0	 0.084	 0.083
ABHD17A	HGNC:28756	-	0	 0.096	 0.095
