gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
A1BG	HGNC:5	-	0	 0.090	 0.091
A1CF	HGNC:24086	-	0	 0.097	 0.098
A2M	HGNC:7	-	0	 0.176	 0.147
A2ML1	HGNC:23336	-	0	 0.084	 0.089
A3GALT2	HGNC:30005	-	0	 0.082	 0.083
A4GALT	HGNC:18149	-	0	 0.096	 0.102
A4GNT	HGNC:17968	-	0	 0.097	 0.093
AAAS	HGNC:13666	-	0	 0.109	 0.159
AACS	HGNC:21298	-	0	 0.092	 0.094
AADAC	HGNC:17	-	0	 0.104	 0.110
AADACL2	HGNC:24427	-	0	 0.084	 0.086
AADACL3	HGNC:32037	-	0	 0.082	 0.083
AADACL4	HGNC:32038	-	0	 0.083	 0.083
AADAT	HGNC:17929	-	0	 0.092	 0.097
AAED1	HGNC:16881	-	0	 0.091	 0.091
AAGAB	HGNC:25662	-	0	 0.095	 0.097
AAK1	HGNC:19679	-	0	 0.109	 0.111
AAMDC	HGNC:30205	-	0	 0.096	 0.097
AAMP	HGNC:18	-	0	 0.103	 0.099
AANAT	HGNC:19	-	0	 0.096	 0.100
AAR2	HGNC:15886	-	0	 0.095	 0.092
AARD	HGNC:33842	-	0	 0.088	 0.095
AARS	HGNC:20	-	0	 0.112	 0.108
AARS2	HGNC:21022	-	0	 0.092	 0.096
AARSD1	HGNC:28417	-	0	 0.096	 0.095
AASDH	HGNC:23993	-	0	 0.088	 0.088
AASDHPPT	HGNC:14235	-	0	 0.100	 0.111
AASS	HGNC:17366	-	0	 0.107	 0.125
AATF	HGNC:19235	-	0	 0.118	 0.113
AATK	HGNC:21	-	0	 0.101	 0.101
ABAT	HGNC:23	-	0	 0.128	 0.116
ABCA1	HGNC:29	-	1	 0.568	 0.228
ABCA10	HGNC:30	-	0	 0.091	 0.084
ABCA12	HGNC:14637	-	0	 0.107	 0.106
ABCA13	HGNC:14638	-	0	 0.093	 0.102
ABCA2	HGNC:32	-	0	 0.127	 0.121
ABCA3	HGNC:33	-	0	 0.155	 0.111
ABCA4	HGNC:34	-	0	 0.105	 0.100
ABCA5	HGNC:35	-	0	 0.102	 0.103
ABCA6	HGNC:36	-	0	 0.106	 0.106
