gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
A1BG	HGNC:5	-	0	 0.090	 0.089
A1CF	HGNC:24086	-	0	 0.097	 0.094
A2M	HGNC:7	-	0	 0.176	 0.118
A2ML1	HGNC:23336	-	0	 0.084	 0.083
A3GALT2	HGNC:30005	-	0	 0.082	 0.081
A4GALT	HGNC:18149	-	0	 0.096	 0.092
A4GNT	HGNC:17968	-	0	 0.097	 0.095
AAAS	HGNC:13666	-	0	 0.109	 0.100
AACS	HGNC:21298	-	0	 0.092	 0.095
AADAC	HGNC:17	-	0	 0.104	 0.098
AADACL2	HGNC:24427	-	0	 0.084	 0.084
AADACL3	HGNC:32037	-	0	 0.082	 0.081
AADACL4	HGNC:32038	-	0	 0.083	 0.081
AADAT	HGNC:17929	-	0	 0.092	 0.088
AAED1	HGNC:16881	-	0	 0.091	 0.092
AAGAB	HGNC:25662	-	0	 0.095	 0.089
AAK1	HGNC:19679	-	0	 0.109	 0.108
AAMDC	HGNC:30205	-	0	 0.096	 0.093
AAMP	HGNC:18	-	0	 0.103	 0.110
AANAT	HGNC:19	-	0	 0.096	 0.098
AAR2	HGNC:15886	-	0	 0.095	 0.098
AARD	HGNC:33842	-	0	 0.088	 0.089
AARS	HGNC:20	-	0	 0.112	 0.126
AARS2	HGNC:21022	-	0	 0.092	 0.094
AARSD1	HGNC:28417	-	0	 0.096	 0.092
AASDH	HGNC:23993	-	0	 0.088	 0.085
AASDHPPT	HGNC:14235	-	0	 0.100	 0.096
AASS	HGNC:17366	-	0	 0.107	 0.106
AATF	HGNC:19235	-	0	 0.118	 0.115
AATK	HGNC:21	-	0	 0.101	 0.097
ABAT	HGNC:23	-	0	 0.128	 0.108
ABCA1	HGNC:29	-	1	 0.568	 0.220
ABCA10	HGNC:30	-	0	 0.091	 0.085
ABCA12	HGNC:14637	-	0	 0.107	 0.098
ABCA13	HGNC:14638	-	0	 0.093	 0.089
ABCA2	HGNC:32	-	0	 0.127	 0.107
ABCA3	HGNC:33	-	0	 0.155	 0.098
ABCA4	HGNC:34	-	0	 0.105	 0.094
ABCA5	HGNC:35	-	0	 0.102	 0.100
ABCA6	HGNC:36	-	0	 0.106	 0.110
ABCA7	HGNC:37	-	1	 0.246	 0.134
ABCA8	HGNC:38	-	0	 0.109	 0.106
ABCA9	HGNC:39	-	0	 0.097	 0.089
ABCB1	HGNC:40	-	0	 0.141	 0.126
ABCB10	HGNC:41	-	0	 0.105	 0.102
ABCB11	HGNC:42	-	0	 0.111	 0.093
ABCB4	HGNC:45	-	0	 0.125	 0.111
ABCB5	HGNC:46	-	0	 0.095	 0.094
ABCB6	HGNC:47	-	0	 0.119	 0.101
ABCB7	HGNC:48	-	0	 0.110	 0.103
ABCB8	HGNC:49	-	0	 0.103	 0.091
ABCB9	HGNC:50	-	0	 0.119	 0.108
ABCC1	HGNC:51	-	0	 0.125	 0.122
ABCC10	HGNC:52	-	0	 0.101	 0.096
ABCC11	HGNC:14639	-	0	 0.094	 0.095
ABCC12	HGNC:14640	-	0	 0.090	 0.089
ABCC2	HGNC:53	-	0	 0.110	 0.096
ABCC3	HGNC:54	-	0	 0.134	 0.114
ABCC4	HGNC:55	-	0	 0.117	 0.109
ABCC5	HGNC:56	-	0	 0.145	 0.130
ABCC6	HGNC:57	-	0	 0.109	 0.095
ABCC8	HGNC:59	-	0	 0.136	 0.088
ABCC9	HGNC:60	-	0	 0.115	 0.097
ABCD1	HGNC:61	-	0	 0.118	 0.119
ABCD2	HGNC:66	-	0	 0.115	 0.106
ABCD3	HGNC:67	-	0	 0.119	 0.104
ABCD4	HGNC:68	-	0	 0.104	 0.093
ABCE1	HGNC:69	-	0	 0.119	 0.116
ABCF1	HGNC:70	-	0	 0.108	 0.110
ABCF2	HGNC:71	-	0	 0.102	 0.096
ABCF3	HGNC:72	-	0	 0.094	 0.089
ABCG1	HGNC:73	-	0	 0.177	 0.120
ABCG2	HGNC:74	-	1	 0.427	 0.204
ABCG4	HGNC:13884	-	0	 0.105	 0.090
ABCG5	HGNC:13886	-	0	 0.107	 0.090
ABCG8	HGNC:13887	-	0	 0.105	 0.107
ABHD1	HGNC:17553	-	0	 0.090	 0.088
ABHD10	HGNC:25656	-	0	 0.098	 0.097
ABHD11	HGNC:16407	-	0	 0.096	 0.099
ABHD12	HGNC:15868	-	0	 0.093	 0.095
ABHD12B	HGNC:19837	-	0	 0.084	 0.082
ABHD13	HGNC:20293	-	0	 0.092	 0.091
ABHD14A	HGNC:24538	-	0	 0.103	 0.097
ABHD14B	HGNC:28235	-	0	 0.098	 0.092
ABHD15	HGNC:26971	-	0	 0.094	 0.092
ABHD16A	HGNC:13921	-	0	 0.102	 0.099
ABHD16B	HGNC:16128	-	0	 0.084	 0.081
ABHD17A	HGNC:28756	-	0	 0.096	 0.093
ABHD17B	HGNC:24278	-	0	 0.095	 0.098
ABHD17C	HGNC:26925	-	0	 0.097	 0.100
ABHD2	HGNC:18717	-	0	 0.109	 0.112
ABHD3	HGNC:18718	-	0	 0.105	 0.106
ABHD4	HGNC:20154	-	0	 0.100	 0.101
ABHD5	HGNC:21396	-	0	 0.110	 0.110
ABHD6	HGNC:21398	-	0	 0.103	 0.111
ABHD8	HGNC:23759	-	0	 0.102	 0.098
ABI1	HGNC:11320	-	0	 0.120	 0.114
ABI2	HGNC:24011	-	0	 0.117	 0.113
ABI3	HGNC:29859	-	0	 0.107	 0.111
ABI3BP	HGNC:17265	-	0	 0.105	 0.109
ABL1	HGNC:76	-	0	 0.169	 0.143
ABL2	HGNC:77	-	0	 0.125	 0.144
ABLIM1	HGNC:78	-	0	 0.150	 0.139
ABLIM2	HGNC:19195	-	0	 0.094	 0.095
ABLIM3	HGNC:29132	-	0	 0.113	 0.103
ABO	HGNC:79	-	3	 0.598	 0.810
ABR	HGNC:81	-	0	 0.120	 0.125
ABRA	HGNC:30655	-	0	 0.094	 0.088
ABRACL	HGNC:21230	-	0	 0.097	 0.098
ABT1	HGNC:17369	-	0	 0.101	 0.099
ABTB1	HGNC:18275	-	0	 0.101	 0.098
ABTB2	HGNC:23842	-	0	 0.115	 0.113
ACAA1	HGNC:82	-	0	 0.115	 0.100
ACAA2	HGNC:83	-	0	 0.115	 0.110
ACACA	HGNC:84	-	0	 0.126	 0.115
ACACB	HGNC:85	-	0	 0.109	 0.098
ACAD10	HGNC:21597	-	0	 0.089	 0.088
ACAD11	HGNC:30211	-	0	 0.088	 0.084
ACAD8	HGNC:87	-	0	 0.105	 0.124
ACAD9	HGNC:21497	-	0	 0.093	 0.090
ACADL	HGNC:88	-	0	 0.109	 0.099
ACADM	HGNC:89	-	0	 0.123	 0.103
ACADS	HGNC:90	-	0	 0.112	 0.103
ACADSB	HGNC:91	-	0	 0.116	 0.093
ACADVL	HGNC:92	-	0	 0.118	 0.113
ACAN	HGNC:319	-	0	 0.110	 0.121
ACAP1	HGNC:16467	-	0	 0.119	 0.107
ACAP2	HGNC:16469	-	0	 0.109	 0.106
ACAP3	HGNC:16754	-	0	 0.095	 0.096
ACAT1	HGNC:93	-	0	 0.116	 0.106
ACAT2	HGNC:94	-	0	 0.111	 0.102
ACBD3	HGNC:15453	-	0	 0.105	 0.110
ACBD4	HGNC:23337	-	0	 0.092	 0.088
ACBD5	HGNC:23338	-	0	 0.094	 0.091
ACBD6	HGNC:23339	-	0	 0.098	 0.095
ACBD7	HGNC:17715	-	0	 0.084	 0.087
ACCS	HGNC:23989	-	0	 0.090	 0.094
ACCSL	HGNC:34391	-	0	 0.086	 0.083
ACD	HGNC:25070	-	0	 0.110	 0.113
ACE	HGNC:2707	-	0	 0.116	 0.103
ACE2	HGNC:13557	-	0	 0.104	 0.101
ACER1	HGNC:18356	-	0	 0.090	 0.082
ACER2	HGNC:23675	-	0	 0.095	 0.087
ACER3	HGNC:16066	-	0	 0.098	 0.095
ACHE	HGNC:108	-	0	 0.118	 0.103
ACIN1	HGNC:17066	-	0	 0.123	 0.121
ACKR2	HGNC:1565	-	0	 0.123	 0.101
ACKR3	HGNC:23692	-	0	 0.129	 0.122
ACKR4	HGNC:1611	-	0	 0.115	 0.108
ACLY	HGNC:115	-	0	 0.116	 0.121
ACMSD	HGNC:19288	-	0	 0.086	 0.084
ACN9	HGNC:21752	-	0	 0.093	 0.089
ACO1	HGNC:117	-	0	 0.111	 0.103
ACO2	HGNC:118	-	0	 0.116	 0.100
ACOT1	HGNC:33128	-	0	 0.094	 0.090
ACOT11	HGNC:18156	-	0	 0.098	 0.092
ACOT12	HGNC:24436	-	0	 0.089	 0.082
ACOT13	HGNC:20999	-	0	 0.099	 0.097
ACOT2	HGNC:18431	-	0	 0.097	 0.096
ACOT4	HGNC:19748	-	0	 0.092	 0.085
ACOT6	HGNC:33159	-	0	 0.089	 0.091
ACOT7	HGNC:24157	-	0	 0.116	 0.104
ACOT8	HGNC:15919	-	0	 0.104	 0.094
ACOT9	HGNC:17152	-	0	 0.107	 0.102
ACOX1	HGNC:119	-	0	 0.127	 0.104
ACOX2	HGNC:120	-	0	 0.110	 0.095
ACOX3	HGNC:121	-	0	 0.103	 0.091
ACOXL	HGNC:25621	-	1	 0.201	 0.243
ACP1	HGNC:122	-	0	 0.112	 0.100
ACP2	HGNC:123	-	0	 0.115	 0.112
ACP5	HGNC:124	-	0	 0.129	 0.123
ACP6	HGNC:29609	-	0	 0.099	 0.090
ACPL2	HGNC:26303	-	0	 0.098	 0.095
ACPP	HGNC:125	-	0	 0.108	 0.106
ACPT	HGNC:14376	-	0	 0.089	 0.086
ACR	HGNC:126	-	0	 0.105	 0.100
ACRBP	HGNC:17195	-	0	 0.090	 0.088
ACRC	HGNC:15805	-	0	 0.090	 0.092
ACRV1	HGNC:127	-	0	 0.098	 0.094
ACSBG1	HGNC:29567	-	0	 0.102	 0.094
ACSBG2	HGNC:24174	-	0	 0.088	 0.085
ACSF2	HGNC:26101	-	0	 0.097	 0.103
ACSF3	HGNC:27288	-	0	 0.087	 0.086
ACSL1	HGNC:3569	-	0	 0.153	 0.147
ACSL3	HGNC:3570	-	0	 0.125	 0.110
ACSL4	HGNC:3571	-	0	 0.123	 0.117
ACSL5	HGNC:16526	-	0	 0.119	 0.116
ACSL6	HGNC:16496	-	0	 0.106	 0.096
ACSM1	HGNC:18049	-	0	 0.088	 0.086
ACSM2A	HGNC:32017	-	0	 0.087	 0.087
ACSM2B	HGNC:30931	-	0	 0.084	 0.081
ACSM3	HGNC:10522	-	0	 0.097	 0.097
ACSM4	HGNC:32016	-	0	 0.082	 0.081
ACSM5	HGNC:26060	-	0	 0.092	 0.089
ACSS1	HGNC:16091	-	0	 0.105	 0.103
ACSS2	HGNC:15814	-	0	 0.103	 0.095
ACSS3	HGNC:24723	-	0	 0.091	 0.089
ACTA1	HGNC:129	-	0	 0.129	 0.126
ACTA2	HGNC:130	-	0	 0.120	 0.126
ACTB	HGNC:132	-	0	 0.150	 0.159
ACTBL2	HGNC:17780	-	0	 0.087	 0.086
ACTC1	HGNC:143	-	0	 0.117	 0.110
ACTG1	HGNC:144	-	0	 0.130	 0.133
ACTG2	HGNC:145	-	0	 0.112	 0.106
ACTL10	HGNC:16127	-	0	 0.084	 0.082
ACTL6A	HGNC:24124	-	0	 0.110	 0.108
ACTL6B	HGNC:160	-	0	 0.101	 0.099
ACTL7A	HGNC:161	-	0	 0.089	 0.091
ACTL7B	HGNC:162	-	0	 0.089	 0.093
ACTL8	HGNC:24018	-	0	 0.090	 0.086
ACTL9	HGNC:28494	-	1	 0.246	 0.321
ACTN1	HGNC:163	-	0	 0.173	 0.178
ACTN2	HGNC:164	-	0	 0.138	 0.126
ACTN3	HGNC:165	-	0	 0.106	 0.116
ACTN4	HGNC:166	-	0	 0.137	 0.148
ACTR10	HGNC:17372	-	0	 0.096	 0.097
ACTR1A	HGNC:167	-	0	 0.118	 0.124
ACTR1B	HGNC:168	-	0	 0.111	 0.131
ACTR2	HGNC:169	-	0	 0.115	 0.110
ACTR3	HGNC:170	-	0	 0.115	 0.110
ACTR3B	HGNC:17256	-	0	 0.095	 0.097
ACTR3C	HGNC:37282	-	0	 0.083	 0.081
ACTR5	HGNC:14671	-	0	 0.090	 0.090
ACTR6	HGNC:24025	-	0	 0.098	 0.100
ACTR8	HGNC:14672	-	0	 0.091	 0.088
ACTRT1	HGNC:24027	-	0	 0.087	 0.087
ACTRT2	HGNC:24026	-	0	 0.087	 0.084
ACTRT3	HGNC:24022	-	0	 0.086	 0.085
ACVR1	HGNC:171	-	0	 0.173	 0.149
ACVR1B	HGNC:172	-	0	 0.154	 0.150
ACVR1C	HGNC:18123	-	0	 0.109	 0.097
ACVR2A	HGNC:173	-	0	 0.168	 0.156
ACVR2B	HGNC:174	-	0	 0.129	 0.107
ACVRL1	HGNC:175	-	0	 0.141	 0.116
ACY1	HGNC:177	-	0	 0.105	 0.096
ACY3	HGNC:24104	-	0	 0.094	 0.090
ACYP1	HGNC:179	-	0	 0.104	 0.101
ACYP2	HGNC:180	-	0	 0.109	 0.099
ADA	HGNC:186	-	0	 0.130	 0.125
ADAD1	HGNC:30713	-	0	 0.088	 0.084
ADAD2	HGNC:30714	-	0	 0.084	 0.083
ADAL	HGNC:31853	-	0	 0.093	 0.084
ADAM10	HGNC:188	-	0	 0.140	 0.123
ADAM11	HGNC:189	-	0	 0.106	 0.109
ADAM12	HGNC:190	-	0	 0.125	 0.117
ADAM15	HGNC:193	-	0	 0.113	 0.111
ADAM17	HGNC:195	-	0	 0.139	 0.124
ADAM18	HGNC:196	-	0	 0.090	 0.087
ADAM19	HGNC:197	-	0	 0.143	 0.158
ADAM2	HGNC:198	-	0	 0.100	 0.102
ADAM20	HGNC:199	-	0	 0.093	 0.095
ADAM21	HGNC:200	-	0	 0.086	 0.088
ADAM22	HGNC:201	-	0	 0.101	 0.098
ADAM23	HGNC:202	-	0	 0.112	 0.115
ADAM28	HGNC:206	-	0	 0.114	 0.124
ADAM29	HGNC:207	-	1	 0.173	 0.136
ADAM30	HGNC:208	-	1	 0.275	 0.268
ADAM32	HGNC:15479	-	0	 0.091	 0.087
ADAM33	HGNC:15478	-	0	 0.089	 0.084
ADAM7	HGNC:214	-	0	 0.089	 0.087
ADAM8	HGNC:215	-	0	 0.124	 0.138
ADAM9	HGNC:216	-	0	 0.131	 0.132
ADAMDEC1	HGNC:16299	-	0	 0.108	 0.126
ADAMTS1	HGNC:217	-	0	 0.116	 0.125
ADAMTS10	HGNC:13201	-	0	 0.094	 0.087
ADAMTS12	HGNC:14605	-	0	 0.095	 0.092
ADAMTS13	HGNC:1366	-	0	 0.102	 0.100
ADAMTS14	HGNC:14899	-	0	 0.091	 0.088
ADAMTS15	HGNC:16305	-	0	 0.092	 0.088
ADAMTS16	HGNC:17108	-	0	 0.087	 0.088
ADAMTS17	HGNC:17109	-	0	 0.090	 0.087
ADAMTS18	HGNC:17110	-	0	 0.093	 0.088
ADAMTS19	HGNC:17111	-	0	 0.093	 0.092
ADAMTS2	HGNC:218	-	0	 0.104	 0.101
ADAMTS20	HGNC:17178	-	0	 0.092	 0.089
ADAMTS3	HGNC:219	-	0	 0.105	 0.121
ADAMTS4	HGNC:220	-	0	 0.116	 0.117
ADAMTS5	HGNC:221	-	0	 0.126	 0.115
ADAMTS6	HGNC:222	-	0	 0.110	 0.113
ADAMTS7	HGNC:223	-	1	 0.159	 0.120
ADAMTS8	HGNC:224	-	0	 0.101	 0.096
ADAMTS9	HGNC:13202	-	1	 0.200	 0.157
ADAMTSL1	HGNC:14632	-	0	 0.097	 0.094
ADAMTSL2	HGNC:14631	-	0	 0.096	 0.094
ADAMTSL3	HGNC:14633	-	0	 0.100	 0.096
ADAMTSL4	HGNC:19706	-	0	 0.108	 0.103
ADAMTSL5	HGNC:27912	-	0	 0.091	 0.087
ADAP1	HGNC:16486	-	0	 0.109	 0.116
ADAP2	HGNC:16487	-	0	 0.111	 0.103
ADAR	HGNC:225	-	0	 0.137	 0.144
ADARB1	HGNC:226	-	0	 0.111	 0.106
ADARB2	HGNC:227	-	0	 0.098	 0.088
ADAT1	HGNC:228	-	0	 0.097	 0.092
ADAT2	HGNC:21172	-	0	 0.091	 0.091
ADAT3	HGNC:25151	-	0	 0.088	 0.084
ADC	HGNC:29957	-	0	 0.092	 0.094
ADCK1	HGNC:19038	-	0	 0.094	 0.096
ADCK2	HGNC:19039	-	0	 0.095	 0.097
ADCK3	HGNC:16812	-	0	 0.108	 0.113
ADCK4	HGNC:19041	-	0	 0.097	 0.098
ADCK5	HGNC:21738	-	0	 0.087	 0.084
ADCY1	HGNC:232	-	0	 0.131	 0.099
ADCY10	HGNC:21285	-	0	 0.101	 0.091
ADCY2	HGNC:233	-	0	 0.128	 0.098
ADCY3	HGNC:234	-	1	 0.245	 0.131
ADCY4	HGNC:235	-	0	 0.122	 0.093
