gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
A1BG	HGNC:5	-	0	 0.090	0.084
A1CF	HGNC:24086	-	0	 0.097	0.093
A2M	HGNC:7	-	0	 0.176	0.476
A2ML1	HGNC:23336	-	0	 0.084	0.080
A3GALT2	HGNC:30005	-	0	 0.082	0.080
A4GALT	HGNC:18149	-	0	 0.096	0.105
A4GNT	HGNC:17968	-	0	 0.097	0.094
AAAS	HGNC:13666	-	0	 0.109	0.095
AACS	HGNC:21298	-	0	 0.092	0.091
AADAC	HGNC:17	-	0	 0.104	0.091
AADACL2	HGNC:24427	-	0	 0.084	0.084
AADACL3	HGNC:32037	-	0	 0.082	0.080
AADACL4	HGNC:32038	-	0	 0.083	0.080
AADAT	HGNC:17929	-	0	 0.092	0.087
AAED1	HGNC:16881	-	0	 0.091	0.093
AAGAB	HGNC:25662	-	0	 0.095	0.095
AAK1	HGNC:19679	-	0	 0.109	0.113
AAMDC	HGNC:30205	-	0	 0.096	0.093
AAMP	HGNC:18	-	0	 0.103	0.096
AANAT	HGNC:19	-	0	 0.096	0.097
AAR2	HGNC:15886	-	0	 0.095	0.106
AARD	HGNC:33842	-	0	 0.088	0.081
AARS	HGNC:20	-	0	 0.112	0.108
AARS2	HGNC:21022	-	0	 0.092	0.087
AARSD1	HGNC:28417	-	0	 0.096	0.097
AASDH	HGNC:23993	-	0	 0.088	0.086
AASDHPPT	HGNC:14235	-	0	 0.100	0.100
AASS	HGNC:17366	-	0	 0.107	0.112
AATF	HGNC:19235	-	0	 0.118	0.112
AATK	HGNC:21	-	0	 0.101	0.095
ABAT	HGNC:23	-	0	 0.128	0.121
ABCA1	HGNC:29	-	1	 0.568	0.742
ABCA10	HGNC:30	-	0	 0.091	0.234
ABCA12	HGNC:14637	-	0	 0.107	0.267
ABCA13	HGNC:14638	-	0	 0.093	0.128
ABCA2	HGNC:32	-	0	 0.127	0.305
ABCA3	HGNC:33	-	0	 0.155	0.346
ABCA4	HGNC:34	-	0	 0.105	0.190
ABCA5	HGNC:35	-	0	 0.102	0.171
ABCA6	HGNC:36	-	0	 0.106	0.250
ABCA7	HGNC:37	+ HC-P	0	 0.246	0.096
ABCA8	HGNC:38	-	0	 0.109	0.218
ABCA9	HGNC:39	-	0	 0.097	0.239
ABCB1	HGNC:40	-	0	 0.141	0.252
ABCB10	HGNC:41	-	0	 0.105	0.182
ABCB11	HGNC:42	-	0	 0.111	0.160
ABCB4	HGNC:45	-	0	 0.125	0.177
ABCB5	HGNC:46	-	0	 0.095	0.171
ABCB6	HGNC:47	-	0	 0.119	0.206
ABCB7	HGNC:48	-	0	 0.110	0.165
ABCB8	HGNC:49	-	0	 0.103	0.159
ABCB9	HGNC:50	-	0	 0.119	0.150
ABCC1	HGNC:51	-	0	 0.125	0.247
ABCC10	HGNC:52	-	0	 0.101	0.150
ABCC11	HGNC:14639	-	0	 0.094	0.166
ABCC12	HGNC:14640	-	0	 0.090	0.127
ABCC2	HGNC:53	-	0	 0.110	0.203
ABCC3	HGNC:54	-	0	 0.134	0.260
ABCC4	HGNC:55	-	0	 0.117	0.229
ABCC5	HGNC:56	-	0	 0.145	0.277
ABCC6	HGNC:57	-	0	 0.109	0.217
ABCC8	HGNC:59	-	0	 0.136	0.190
ABCC9	HGNC:60	-	0	 0.115	0.172
ABCD1	HGNC:61	-	0	 0.118	0.227
ABCD2	HGNC:66	-	0	 0.115	0.287
